poNumber,poDate,poName,supplier,originalValue,currency,mainOrderId,orderId,entityCode,entity,material,materialCode,poVersion,isChangeOrder,year,month,yearMonth,valueUSD,poSpendUSD,poType,changeOrderGroup,changeOrderTotal,project
PO-1005-E6980-1,26 Sep 2016,Panasonic Ceiling Fan - Same as Supplied Before,Al Futtaim Panatech LLC,7800.0,AED,1005,1606,E6980,MVL ENERGY,Electrical,Electrical,1,False,2016,9,2016-09,2123.89,2123.89,Base PO,1,1,Panasonic Ceiling Fan - Same as Supplied Before
PO-1005-M6995-1,25 Sep 2016,PO for ONICON D-100-N2 DISPLAY FOR JCI METASYS D-100-N2 D -100 WITH JOHNSON CONTROLS METASYS N2 INTERFACE,ALMI INTERNATIONAL F.Z.E,41000.0,AED,1005,1599,M6995,MACRO,Building Materials,Various,1,False,2016,9,2016-09,11164.06,11164.06,Base PO,2,2,Delaram Fit Out_Supply Of MOTHERBOARD AND LOOP DRIVER CARD FOR COOPER FA PANELS PL#7
PO-1005-V6973-1,22 Sep 2016,"PO for Cooler Glass Door Merchandiser Refrigerator - Single Swing Door, 24 Cu Ft. Capacity, 4 Shelves, R-134A Refrigerant, Power 220/240V, 50/60Hz, Size 28.5 in length x 32 in. dia x 79.25 in height",MAZAYA AL EMARATE Co. L.L.C,100800.0,AED,1005,1602,V6973,MVL VENTURES,Electrical,Electrical,1,False,2016,9,2016-09,27447.24,27447.24,Base PO,1,1,Delaram Fit Out_Supply Of Approved Thermostat - STEGO FZ011.01170.0-00
RFPO-982-V4259-1,21 Sep 2016,PO for Videographer / Video Editiing for O and M Training Medium Quality,Mohammadi Store,2263.8,USD,982,1598,V4259,MACRO,Various,Various,1,False,2016,9,2016-09,2263.8,2263.8,Base PO,1,1,PO for Videographer / Video Editiing for O and M Training Medium Quality
PO-916-3185-1,08 Sep 2016,PO for Back Rod-30m,ARAB SUPPLIERS,275.0,AED,0,1589,3185,Unknown,Various,Various,1,False,2016,9,2016-09,74.88,74.88,Base PO,1,1,PO for Back Rod-30m
RFPO-637-A5310-2,06 Sep 2016,PO for Adjustment of Each Lock / Repairing Revised,AZIZ ULLAH NASARY WARDAK LTD,520.0,USD,637,1574,A5310,MACRO,Subcontract,Services,2,True,2016,9,2016-09,520.0,520.0,Change Order,2,2,MOI NPCC Fit Out_Change Order 637-714-2003-A : Terrazzo Tile Base At Stair Locations
PO-1005-C6013-9,05 Sep 2016,PO for Baymer SHPU40FS 141/2B,Bayer Pearl LLC,25840.0,AED,1005,1459,C6013,CENTRICO,Chemicals,Chemicals,9,True,2016,9,2016-09,7036.08,7036.08,Change Order,18,18,PO for Baymer SHPU40FS 141/2B
PO-1005-C6013-8,01 Sep 2016,PO for APPLICATION OF SPRAY POLYURETHANE FOAM WITH 5 CM THICKNESS FOR KEMPINSKI PALM JUMEIRAH DXB,RGMC Technical Services,20000.0,AED,1005,1459,C6013,CENTRICO,Chemicals,Chemicals,8,True,2016,9,2016-09,5445.88,5445.88,Change Order,18,18,PO for APPLICATION OF SPRAY POLYURETHANE FOAM WITH 5 CM THICKNESS FOR KEMPINSKI PALM JUMEIRAH DXB
PO-1005-C6013-7,29 Aug 2016,PO for Baymer SHPU40FS 141/2B AND DESMODUR 44V20L,Bayer Pearl LLC,29580.0,AED,1005,1459,C6013,CENTRICO,Chemicals,Chemicals,7,True,2016,8,2016-08,8054.46,8054.46,Change Order,18,18,PO for Baymer SHPU40FS 141/2B AND DESMODUR 44V20L
PO-1005-M6994-1,23 Aug 2016,PO for Electric Water Heater; Model No. EGSP20 / 208 Volts AC Only / 19.9 Gallons,RHEEM MANUFACTURING MEA FZE,9600.0,USD,1005,1573,M6994,MACRO,Subcontract,Services,1,False,2016,8,2016-08,9600.0,9600.0,Base PO,1,1,Khas Kunar Fit Out_Change Order ORD578-714-2004-C: Communication System Building 801
RFPO-637-A5310-1,22 Aug 2016,PO for Adjustment of Each Lock / Repairing,AZIZ ULLAH NASARY WARDAK LTD,196.0,USD,637,1574,A5310,MACRO,Subcontract,Services,1,False,2016,8,2016-08,196.0,196.0,Base PO,2,2,MOI NPCC Fit Out_Change Order 637-714-2003-A : Terrazzo Tile Base At Stair Locations
PO-1005-C6013-6,22 Aug 2016,PO for APPLICATION OF SPRAY POLYURETHANE FOAM WITH 5 CM THICKNESS FOR KEMPINSKI PALM JUMEIRAH DXB,MSK Contracting LLC,30000.0,AED,1005,1459,C6013,CENTRICO,Chemicals,Chemicals,6,True,2016,8,2016-08,8168.82,8168.82,Change Order,18,18,PO for APPLICATION OF SPRAY POLYURETHANE FOAM WITH 5 CM THICKNESS FOR KEMPINSKI PALM JUMEIRAH DXB
PO-1005-C6013-5,21 Aug 2016,SPRAY POLYURETHANE FOAM APPLICATION,AL RAFID INSULATION CONTRACTING L.L.C,49612.5,AED,1005,1459,C6013,CENTRICO,Chemicals,Chemicals,5,True,2016,8,2016-08,13509.19,13509.19,Change Order,18,18,SPRAY POLYURETHANE FOAM APPLICATION
PO-1569-V4251-1,17 Aug 2016,PO for Fit Out Work (1803),Enterprise Integrate,115000.0,AED,1569,1571,V4251,MVL VENTURES,Fit Out Project,Architectural,1,False,2016,8,2016-08,31313.82,31313.82,Base PO,3,3,Khas Kunar Fit Out_Change Order ORD578-714-2001-B : Parade Review Stand
RFPO-637-V6855-1,14 Aug 2016,"PO for TOSHIBA COMPRESSOR/ 1,200 BTU. 8.0 COLLING, 9.0 HEATING. COMPATIBLE  WITH MITSUBISHI AC",CALA LOGISTICS SERVICES,195.0,USD,637,1564,V6855,MACRO,Various,Various,1,False,2016,8,2016-08,195.0,195.0,Base PO,1,1,"PO for TOSHIBA COMPRESSOR/ 1,200 BTU. 8.0 COLLING, 9.0 HEATING. COMPATIBLE  WITH MITSUBISHI AC"
PO-1192-F7366-1,10 Aug 2016,PO for PIPE CLIP,SONASA TRADING CO. LLC,240.0,AED,1192,1566,F7366,MVL FACILITIES,Construction,Services,1,False,2016,8,2016-08,65.35,65.35,Base PO,1,1,Delaram Fit Out_Change Order ORD573-714-2004-G : Site Work-Backup Generator Canopy And Fencing
PO-1005-E6977-1,08 Aug 2016,PO for Electric Unit Heater - CUH02B31T,GLEN DIMPLEX IRELAND,1036.5,USD,1005,1560,E6977,MVL ENERGY,Electrical,Electrical,1,False,2016,8,2016-08,1036.5,1036.5,Base PO,1,1,Delaram Fit Out_Supply Of PL#07 EXPLOSION PROOF JUNCTION BOX 3/4 INCH THREAD 4 HOLES AS PER ATTACHED DATA SHEET
RFPO-566-3043-1,18 Jul 2016,PO for Rectification works for various leakages of 3x AKSA Generator Units (Engines used are Cummins),Balwan Construction and Logistics Co.Ltd,900.0,USD,566,1544,3043,MACRO,Various,Various,1,False,2016,7,2016-07,900.0,900.0,Base PO,1,1,PO for Rectification works for various leakages of 3x AKSA Generator Units (Engines used are Cummins)
RFPO-1192-V4364-1,03 Jul 2016,PO for Stickers Size A4 ( 6 Piece ),ALAM ALIBDAA,450.0,AED,1192,1532,V4364,FIRESTOP,Various,Various,1,False,2016,7,2016-07,122.53,122.53,Base PO,1,1,PO for Stickers Size A4 ( 6 Piece )
RFPO-566-V4265-1,28 Jun 2016,PO for ADJUSTMENTS OF SEARCHLIGHT AND INSTALLATION OF BULBS,ABDUL QUDOS,1125.0,USD,566,1528,V4265,MACRO,Various,Various,1,False,2016,6,2016-06,1125.0,1125.0,Base PO,1,1,PO for ADJUSTMENTS OF SEARCHLIGHT AND INSTALLATION OF BULBS
RFPO-566-V4264-1,27 Jun 2016,PO for SEARCH LIGHT BULB,Shokrullah Mandozai Co,980.0,USD,566,1526,V4264,MACRO,Building Materials,Various,1,False,2016,6,2016-06,980.0,980.0,Base PO,1,1,Delaram Fit Out_Supply Of PL #6 METAL BOX FOR VIKO RECEPTACLE (SAME AS SUPPLIED BEFORE)
PO-1005-E6975-1,22 Jun 2016,PO for Electric Base Board Heater - Dimplex,GLEN DIMPLEX IRELAND,892.5,GBP,1005,1520,E6975,MVL ENERGY,Electrical,Electrical,1,False,2016,6,2016-06,1129.75,1129.75,Base PO,1,1,PO for Electric Base Board Heater - Dimplex
RFPO-1192-V4262-1,13 Jun 2016,PO for ROCKWOOL THICKNESS : 50MM DENSITY,FUJEIRA ROCKWOOL FACTORY,29417.76,AED,1192,1517,V4262,MACRO,Building Materials,Various,1,False,2016,6,2016-06,8010.28,8010.28,Base PO,1,1,Delaram Fit Out Supply Of ADDITIONAL CONCERTINA WIRE FOR FENCES 2ND ORDER
PO-1005-C6013-3,13 Jun 2016,PO for BAYMER AND DESMODUR/2B,Bayer Pearl LLC,179775.0,AED,1005,1459,C6013,CENTRICO,Chemicals,Chemicals,3,True,2016,6,2016-06,48951.67,48951.67,Change Order,18,18,PO for BAYMER AND DESMODUR/2B
PO-1005-C6013-4,13 Jun 2016,PO for APPLICATION OF PU FOAM,DOVER GULF WATERPROOFING ND INSULATION LLC,14000.0,AED,1005,1459,C6013,CENTRICO,Chemicals,Chemicals,4,True,2016,6,2016-06,3812.12,3812.12,Change Order,18,18,PO for APPLICATION OF PU FOAM
PO-982-V4257-1,31 May 2016,PO for EXPLOSION PROOF EXHAUST FAN,ENERGY INTERNATIONAL LLC,4050.0,AED,982,1505,V4257,MACRO,Doors,Architectural,1,False,2016,5,2016-05,1102.79,1102.79,Base PO,1,1,Delaram Fit Out_Supply Of  SPARES - STEEL DOOR ACCESSORIES
PO-1005-E6971-1,29 May 2016,RH-WP-12V Remote Single Head Lamp Weather Proof,"The Exit Light Co., Inc.",1296.0,USD,1005,1501,E6971,MVL ENERGY,Fit Out Project,Architectural,1,False,2016,5,2016-05,1296.0,1296.0,Base PO,1,1,Khas Khunar Fit Out_Supply Of Utilities Waste Water Treatment
RFPO-1192-V4260-1,25 May 2016,PO for VENOTH BUSINESS CARD,CENTURY PRINTING PRESS LLC,750.0,AED,1192,1496,V4260,MVL VENTURES,Various,Various,1,False,2016,5,2016-05,204.22,204.22,Base PO,1,1,PO for VENOTH BUSINESS CARD
RFPO-1192-V4363-1,22 May 2016,PO for JMC (ISUZU) 3.5 Ton A/C PICKUP MODEL 2015,BELHASA MOTORS COMPANY.L.L.C.,59030.0,AED,1192,1493,V4363,FIRESTOP,Building Materials,Various,1,False,2016,5,2016-05,16073.52,16073.52,Base PO,1,1,"Delaram Fit Out_Supply Of 4TH PUNCHLIST - GI PLAIN SHEET,  M10 ANCHOR BOLT AND CE170A TONER"
PO-1192-C6009-1,16 May 2016,PO for BAYMER SHPU-45-15,Bayer Pearl LLC,5610.0,AED,1192,1487,C6009,CENTRICO,Building Materials,Various,1,False,2016,5,2016-05,1527.57,1527.57,Base PO,1,1,"Delaram Fit Out_Supply Of SPARES - Fire Extinguishers, Dry Chemical Type, 4.5 Kg, Ref FE"
PO-1005-C6013-2,15 May 2016,PO for SPRAY POLYURETHANE FOAM APPLICATION,WALTON WATER PROOFING CONTRACTING LLC.,30000.0,AED,1005,1459,C6013,CENTRICO,Chemicals,Chemicals,2,True,2016,5,2016-05,8168.82,8168.82,Change Order,18,18,PO for SPRAY POLYURETHANE FOAM APPLICATION
PO-1192-F7219-1,12 May 2016,PO for BR-30,ARAB SUPPLIERS,2150.0,AED,1192,1484,F7219,MVL FACILITIES,Doors,Architectural,1,False,2016,5,2016-05,585.43,585.43,Base PO,1,1,Delaram Fit Out_Supply Of ADDITIONAL DOOR HARDWARE 3RD PUNCHLIST
RFPO-566-V4263-1,08 May 2016,PO for CRANE RENTAL  FOR UNLOADING K2 SPARES TO SITE,AIMAL KHAN,294.0,USD,566,1483,V4263,MACRO,Building Materials,Various,1,False,2016,5,2016-05,294.0,294.0,Base PO,1,1,Delram Fit Out_Supply Of SPARES  CLEANOUT STRAIGHT - 3 INCHES OATEY 74217
PO-1192-C6007-1,04 May 2016,PO for  Supply of  Baymer SHPU ? 45 ? 15,Bayer Pearl LLC,11220.0,AED,1192,1479,C6007,CENTRICO,Chemicals,Chemicals,1,False,2016,5,2016-05,3055.14,3055.14,Base PO,1,1,PO for  Supply of  Baymer SHPU ? 45 ? 15
PO-1005-C6013-1,04 May 2016,"PO for Spray application of Polyurethane foam on Kempinski Palm Jumeirah, Dubai, UAE",AL RAFID INSULATION CONTRACTING L.L.C,75000.0,AED,1005,1459,C6013,CENTRICO,Chemicals,Chemicals,1,False,2016,5,2016-05,20422.06,20422.06,Base PO,18,18,"PO for Spray application of Polyurethane foam on Kempinski Palm Jumeirah, Dubai, UAE"
RFPO-1428-V4254-1,03 May 2016,PO for Posters High Resolution with double face sticker strip  90 W X 220 H meter,Unspecified Supplier,3070.0,AED,1428,1480,V4254,MACRO,Various,Various,1,False,2016,5,2016-05,835.94,835.94,Base PO,1,1,PO for Posters High Resolution with double face sticker strip  90 W X 220 H meter
RFPO-1192-V4259-1,02 May 2016,PO for COMPANY CATALOGUE WITOUT POCKET (ALL PRODUCTS WITHOUT DC PRODUCTS),Unspecified Supplier,6450.0,AED,1192,1477,V4259,MACRO,Electrical,Electrical,1,False,2016,5,2016-05,1756.3,1756.3,Base PO,1,1,Delaram Fit Out_Supply Of SPARES - INCANDESCENT ONE PIECE WITH APPROVED LENS STABILIZED HIGH IMPACT POLY CARBONATE (100W)
RFPO-566-V4262-1,02 May 2016,PO for CRANE FOR lOADING OF CONTAINERS AT MFNDU,CALA LOGISTICS SERVICES,1100.0,USD,566,1478,V4262,MACRO,Building Materials,Various,1,False,2016,5,2016-05,1100.0,1100.0,Base PO,1,1,Delaram Fit Out_Supply Of SPARES - PLUMBING MATERIALS [UPVC & PVC FITTINGS]
RFPO-1192-C6051A-2,02 May 2016,PO for FIRESTOP MATERIALS - BAYER PEARL - 2,Bayer Pearl LLC,39480.0,AED,1192,1463,C6051A,FIRESTOP,Sanitary and Toilet Accessories,Architectural,2,True,2016,5,2016-05,10750.17,10750.17,Change Order,2,2,Delaram Fit Out_Supply Of SPARES - JOMIX LION SERIES CP SINK MIXER - WALL MOUNTED /LONG NECK L 6012
RFPO-781-V4254-1,28 Apr 2016,PO for SATCOM Drop Boxes 10 NOS Holocom Part No. SEC-WM-UDB3-H1,INDUSTRIAL EQUIPMENT CORP.,1396.0,USD,781,1472,V4254,MACRO,Various,Various,1,False,2016,4,2016-04,1396.0,1396.0,Base PO,1,1,PO for SATCOM Drop Boxes 10 NOS Holocom Part No. SEC-WM-UDB3-H1
PO-1005-E6969A-1,24 Apr 2016,PO for Electric Unit Heater - CUH02B21T,GLEN DIMPLEX IRELAND,863.75,USD,1005,1467,E6969A,MVL ENERGY,Electrical,Electrical,1,False,2016,4,2016-04,863.75,863.75,Base PO,1,1,Delaram Fit Out_Supply Of SPARES - IKIZLER EXIT SIGN (SAME AS SUPPLIED BEFORE)
RFPO-637-V6854-1,21 Apr 2016,PO for TRANSPORTATION COST - MFNDU TO HAJI GHANI,CALA LOGISTICS SERVICES,509.6,USD,637,1464,V6854,MACRO,Building Materials,Various,1,False,2016,4,2016-04,509.6,509.6,Base PO,1,1,"Delaram Fit Out_Supply Of 100x40mm, PERFORATED CABLE TRAY, PREGALVANIZED"
RFPO-1192-C6051A-1,20 Apr 2016,PO for FIRESTOP MATERIALS - BAYER PEARL,Bayer Pearl LLC,283124.0,AED,1192,1463,C6051A,FIRESTOP,Sanitary and Toilet Accessories,Architectural,1,False,2016,4,2016-04,77092.99,77092.99,Base PO,2,2,Delaram Fit Out_Supply Of SPARES - JOMIX LION SERIES CP SINK MIXER - WALL MOUNTED /LONG NECK L 6012
RFPO-637-V6852-1,10 Apr 2016,PO for ESCO ACELA FUME HOOD EFA-4UDRCW-8,Esco Micro Pte Ltd.,27140.0,USD,637,1454,V6852,MACRO,Various,Various,1,False,2016,4,2016-04,27140.0,27140.0,Base PO,1,1,PO for ESCO ACELA FUME HOOD EFA-4UDRCW-8
PO-1192-C6000-4,06 Apr 2016,PO for  Baymer SHPU ? 45 ? 15,Bayer Pearl LLC,11220.0,AED,1192,1427,C6000,CENTRICO,Chemicals,Chemicals,4,True,2016,4,2016-04,3055.14,3055.14,Change Order,4,4,PO for  Baymer SHPU ? 45 ? 15
RFPO-1428-V4351-1,05 Apr 2016,PO for 1.0 Service Production of short 2 to 2.30 min video,STUDIO 52 COMMUNICATIONS GROUP,10000.0,AED,1428,1449,V4351,MACRO,Various,Various,1,False,2016,4,2016-04,2722.94,2722.94,Base PO,1,1,PO for 1.0 Service Production of short 2 to 2.30 min video
PO-1192-C6004-1,04 Apr 2016,Polyurethane Foam - Elastospray 1611/17,BASF Kanoo Polyurethanes LLC,50827.5,AED,1192,1448,C6004,CENTRICO,Chemicals,Chemicals,1,False,2016,4,2016-04,13840.03,13840.03,Base PO,1,1,Polyurethane Foam - Elastospray 1611/17
PO-1192-C6000-3,29 Mar 2016,PO for Baymer Polyurethane Spray System,Bayer Pearl LLC,53227.5,AED,1192,1427,C6000,CENTRICO,Chemicals,Chemicals,3,True,2016,3,2016-03,14493.53,14493.53,Change Order,4,4,PO for Baymer Polyurethane Spray System
RFPO-1428-V4252-1,13 Mar 2016,PO for CATALOGUE MW-OCS,Unspecified Supplier,250.0,AED,1428,1434,V4252,MACRO,Various,Various,1,False,2016,3,2016-03,68.07,68.07,Base PO,1,1,PO for CATALOGUE MW-OCS
RFPO-1428-V4253-1,13 Mar 2016,PO for CATALOGUE MW-OCS SIZE: A3 2 PAGES PRINTING,Unspecified Supplier,2500.0,AED,1428,1435,V4253,MACRO,Various,Various,1,False,2016,3,2016-03,680.74,680.74,Base PO,1,1,PO for CATALOGUE MW-OCS SIZE: A3 2 PAGES PRINTING
PO-1005-E6965-2,10 Mar 2016,PO for Supply of CADET Elec. Heaters,CADET,2036.2799999999997,USD,0,1416,E6965,MVL ENERGY,Electrical,Electrical,2,True,2016,3,2016-03,2036.2799999999997,2036.2799999999997,Change Order,2,2,PO for Supply of CADET Elec. Heaters
PO-1005-E6966-1,10 Mar 2016,PO for Supply of CADET Elec. Heaters,CADET,2036.2799999999997,USD,1005,1432,E6966,MVL ENERGY,Building Materials,Various,1,False,2016,3,2016-03,2036.2799999999997,2036.2799999999997,Base PO,1,1,Delaram Fit Out_Supply Of Commercial Kitchen Hood Support
RFPO-781-V4253-1,10 Mar 2016,PO for NETWORK RACK CABINET,Al Barsha Vision Electronics,2300.0,AED,781,1433,V4253,MACRO,Construction,Services,1,False,2016,3,2016-03,626.28,626.28,Base PO,1,1,Delaram Fit Out_Supply Of Re-routing Of Existing Waste Water
PO-1192-C6000-2,06 Mar 2016,PO for Baymer Polyurethane Spray System,Bayer Pearl LLC,70970.0,AED,1192,1427,C6000,CENTRICO,Chemicals,Chemicals,2,True,2016,3,2016-03,19324.71,19324.71,Change Order,4,4,PO for Baymer Polyurethane Spray System
PO-1005-E6962-1,06 Mar 2016,PO for Emergency Remote Head Lamp-Weather Proof,"The Exit Light Co., Inc.",486.0,USD,1005,1430,E6962,MVL ENERGY,Construction,Services,1,False,2016,3,2016-03,486.0,486.0,Base PO,1,1,Delaram Fit Out_Supply Of ADDITIONAL ROOFING FOR SMALL ARMS BUILDINGS
PO-1192-C6000-1,02 Mar 2016,Purchase Order for Polyurethane Foam - Elastospray 1611/17,BASF Kanoo Polyurethanes LLC,88125.0,AED,1192,1427,C6000,CENTRICO,Chemicals,Chemicals,1,False,2016,3,2016-03,23995.92,23995.92,Base PO,4,4,Purchase Order for Polyurethane Foam - Elastospray 1611/17
RFPO-637-V6851-1,29 Feb 2016,PO for AC COMPRESSOR AND AC BOARD REAPIRING,SAID TAUFEEQ AND SHAMSUDDIN,410.0,USD,637,1426,V6851,MACRO,Tools,Tools,1,False,2016,2,2016-02,410.0,410.0,Base PO,1,1,Delaram Fit Out_Supply Of GALVANIZED BARBED WIRE 2.5MM WIRE DIA. FOR FENCING
RFPO-637-A5309-1,28 Feb 2016,PO for Chemflake Special 16 Liters unit / JOTUN,AZIZ ULLAH NASARY WARDAK LTD,760.0,USD,637,1425,A5309,MACRO,Architectural,Architectural,1,False,2016,2,2016-02,760.0,760.0,Base PO,1,1,PO for Chemflake Special 16 Liters unit / JOTUN
RFPO-637-V4252A-1,22 Feb 2016,PO for Installation of Door Signages Revised,CALA LOGISTICS SERVICES,2063.88,USD,637,1421,V4252A,MACRO,Misc.,Various,1,False,2016,2,2016-02,2063.88,2063.88,Base PO,1,1,Delaram Fit Out_Supply Of DIESEL FUEL FOR TESTING AND COMMISSIONING OF FUEL LINES
RFPO-637-V6844A-1,21 Feb 2016,PO for SNIPPER SCREEN / GREEN COLOR - 4 METERS WIDTH/ AS APPROVED SAMPLES IN SITE REVISED,CALA LOGISTICS SERVICES,4851.0,USD,637,1418,V6844A,MACRO,Construction,Services,1,False,2016,2,2016-02,4851.0,4851.0,Base PO,1,1,Delaram Fit Out_Supply Of ROOFING REQUIREMENT FOR GUARD TOWERS
RFPO-637-V6850-1,21 Feb 2016,PO for SUPPLY OF HILTI SCREWS FOR DOOR SIGNAGE,CALA LOGISTICS SERVICES,30.87,USD,637,1419,V6850,MACRO,Electrical,Electrical,1,False,2016,2,2016-02,30.87,30.87,Base PO,1,1,Delaram Fit Out_Supply Of MK SWITCH BOX K8901ALM  (as Per Received Sample Picture)
RFPO-566-V4261-1,21 Feb 2016,PO forSUPPLY OF SPARES  EF-1 AND EF-2 MOTOR  EF-4 AND EF-5 MOTOR FOR STORAGES BUILDING,Unspecified Supplier,2176.0,USD,566,1420,V4261,MACRO,Various,Various,1,False,2016,2,2016-02,2176.0,2176.0,Base PO,1,1,PO forSUPPLY OF SPARES  EF-1 AND EF-2 MOTOR  EF-4 AND EF-5 MOTOR FOR STORAGES BUILDING
PO-1005-E6965-1,17 Feb 2016,PO for CADET ELECTRIC HEATING PRODUCTS Q-01183-G1F5,CADET,72394.4,USD,0,1416,E6965,MVL ENERGY,Electrical,Electrical,1,False,2016,2,2016-02,72394.4,72394.4,Base PO,2,2,PO for CADET ELECTRIC HEATING PRODUCTS Q-01183-G1F5
RFPO-637-V6849-1,16 Feb 2016,PO for Sniper Screen (same supplied before),CALA LOGISTICS SERVICES,1323.0,USD,637,1417,V6849,MACRO,Various,Various,1,False,2016,2,2016-02,1323.0,1323.0,Base PO,1,1,PO for Sniper Screen (same supplied before)
RFPO-566-V4259-1,14 Feb 2016,PO for SUPPLY OF MOTOR and PUMP FOR KESSER AIR COMPRESSOR,Unspecified Supplier,784.0,USD,566,1415,V4259,MACRO,Various,Various,1,False,2016,2,2016-02,784.0,784.0,Base PO,1,1,PO for SUPPLY OF MOTOR and PUMP FOR KESSER AIR COMPRESSOR
RFPO-637-V6847-1,11 Feb 2016,PO for SUPPLY OF MISC - VARIOUS CONSUMABLES,CALA LOGISTICS SERVICES,426.79,USD,637,1411,V6847,MACRO,Transportation,Logistics,1,False,2016,2,2016-02,426.79,426.79,Base PO,1,1,Kabul Fit Out_Supply Of VEHICLE RENTALS 5 MONTHS
RFPO-637-V6848-1,11 Feb 2016,PO for SUPPY OF C05 - ELECTRICAL MATERIALS,CALA LOGISTICS SERVICES,1849.26,USD,637,1413,V6848,MACRO,Building Materials,Various,1,False,2016,2,2016-02,1849.26,1849.26,Base PO,1,1,Delaram Fit Out_Supply Of FROSTED FILM US BRAND
RFPO-637-A5308-1,10 Feb 2016,PO for SUPPLY OF  CHEMFLAKE SPECIAL ? WHITE COLOR,AZIZ ULLAH NASARY WARDAK LTD,560.0,USD,637,1410,A5308,MACRO,Building Materials,Various,1,False,2016,2,2016-02,560.0,560.0,Base PO,1,1,Delaram Fit Out_Supply Of INSTALLATION TOOLS - PU FLOORING
RFPO-637-V6846-1,09 Feb 2016,PO for MOI NPCC - Videographer - for O & M Training,Mohammadi Store,450.8,USD,637,1409,V6846,MACRO,Building Materials,Various,1,False,2016,2,2016-02,450.8,450.8,Base PO,1,1,Delaram Fit Out_Supply Of  Bison Kit Used In Lead Shielding (4.5 Liters)
RFPO-637-V6845-1,08 Feb 2016,PO for SUPPLY OF MOI NPCC - THICKNESS CUTTING OF RUBBER MAT WITH INSTALLATION,CALA LOGISTICS SERVICES,823.2,USD,637,1407,V6845,MACRO,Electrical,Electrical,1,False,2016,2,2016-02,823.2,823.2,Base PO,1,1,Delaram Fit Out_Supply Of HEAT SHRINK 15 KV MULTICORE 3*150 MM2 ( RAYCHEM BRAND)
RFPO-637-V6843-1,07 Feb 2016,PO for SUPPLY  OF Concrete Cutting for 18 holes,Subhan Ghasnawi Construction Company,758.52,USD,637,1401,V6843,MACRO,Building Materials,Various,1,False,2016,2,2016-02,758.52,758.52,Base PO,1,1,Al Dhafra Fit Out_Supply Of PPE MATERIALS
RFPO-637-V6844-1,07 Feb 2016,PO for SUPPLY OF SNIPPER SCREEN / GREEN COLOR - 4 METERS WIDTH/ AS APPROVED SAMPLES IN SITE,CALA LOGISTICS SERVICES,3528.0,USD,637,1402,V6844,MVL VENTURES,Various,Various,1,False,2016,2,2016-02,3528.0,3528.0,Base PO,1,1,PO for SUPPLY OF SNIPPER SCREEN / GREEN COLOR - 4 METERS WIDTH/ AS APPROVED SAMPLES IN SITE
RFPO-637-S9038A-1,07 Feb 2016,PO for SUPPLY OF CO3 - COLOR CODE PANEL BOARD KEY BOX KEY HOLDER,Unspecified Supplier,2052.572,USD,637,1403,S9038A,MACRO,Building Materials,Various,1,False,2016,2,2016-02,2052.572,2052.572,Base PO,1,1,Delaram Fit Out_Supply Of Of Expansion Bolt M12 X 150mm
RFPO-637-E9158-1,04 Feb 2016,PO for SUPPLY OF  CO5 - COPPER CABLE LUGS AND CABLES TUMKA 5*35MM2,HAJI GHANI SONS,2651.7000000000003,USD,637,1399,E9158,MACRO,Electrical,Electrical,1,False,2016,2,2016-02,2651.7000000000003,2651.7000000000003,Base PO,1,1,PO for SUPPLY OF  CO5 - COPPER CABLE LUGS AND CABLES TUMKA 5*35MM2
PO-637-V6842-1,01 Feb 2016,PO for SUPPLY OF AUTOMATIC TRAP PRIMER VALVE 695 SERIES,Rubaiya Zueaid Bldg. Mat. Co. LLC,840.0,AED,637,1393,V6842,MVL VENTURES,Building Materials,Various,1,False,2016,2,2016-02,228.73,228.73,Base PO,1,1,Al Dhafra Fit Out_Supply Of PPE Materials
RFPO-637-E9157-1,01 Feb 2016,PO for SUPPLY OF TORK PHOTOCELL AS PER APPROVED SAMPLE,HAJI GHANI SONS,999.6,USD,637,1394,E9157,MACRO,Electrical,Electrical,1,False,2016,2,2016-02,999.6,999.6,Base PO,1,1,PO for SUPPLY OF TORK PHOTOCELL AS PER APPROVED SAMPLE
RFPO-566-V4258-1,01 Feb 2016,PO for SUPPLY OF SPARES - CONTROL FUSE AND BSAY O NET FUSE,Shokrullah Mandozai Co,1073.1,USD,566,1395,V4258,MVL VENTURES,Electrical,Electrical,1,False,2016,2,2016-02,1073.1,1073.1,Base PO,1,1,Delaram Fit Out_Supply Of HEAT SHRINK (RAYCHEM BRAND) DIMMER SWITCH (SURFACE MOUNTED) AND PVC CONNECTOR
RFPO-566-E6817-1,31 Jan 2016,PO for  SUPPLY OF K2 FUSE PART NO. 1R0749,Allied Machinery Limited,41.82,USD,566,1351,E6817,MACRO,Electrical,Electrical,1,False,2016,1,2016-01,41.82,41.82,Base PO,1,1,PO for  SUPPLY OF K2 FUSE PART NO. 1R0749
RFPO-566-V4257A-1,28 Jan 2016,PO for SUPPLY OF AHU SPARE PART MAIN SWITCH MAGNET SWITCH TIMER MAIN BOARD AND FILTER,Unspecified Supplier,3018.4,USD,566,1349,V4257A,MACRO,Construction,Services,1,False,2016,1,2016-01,3018.4,3018.4,Base PO,1,1,Delaram Fit Out_Supply Of ALASKA WALL (4M LENGTH *2.24M WIDTH) TRANSPORTATION AND 25 TON CRANE
