poNumber,poDate,poName,supplier,entity,project,material,materialCode,value,currency,year,month,mainOrderId,orderId,poType
RFPO-1593-M4103-1,05 Mar 2017,PO for SNTB CONDENSING UNIT,Leminar Air Conditioning Co. (W.L.L.),MACRO,PO for SNTB CONDENSING UNIT,Mechanical,Mechanical,345000.0,USD,2017,3,1593,RFPO-1593-M4103,Base PO
RFPO-1192-V4265-1,05 Mar 2017,PO for D64T50 - ROCKWOOL 120*60*5CM/SHEET,FUJAIRAH ROCKWOOL FACTORY,MACRO,PO for D64T50 - ROCKWOOL 120*60*5CM/SHEET,Various,Various,8010.28,USD,2017,3,1192,RFPO-1192-V4265,Base PO
PO-1005-C6013-19,14 Feb 2017,PO for APPLICATION OF PU FOAM SPRAY,AL RAFID INSULATION CONTRACTING L.L.C,CENTRICO,PO for APPLICATION OF PU FOAM SPRAY,Chemicals,Chemicals,8157.93,USD,2017,2,1005,PO-1005-C6013-19,Base PO
RFPO-1192-V4367-1,13 Feb 2017,PO for INSS1186 SIZE 17*13 CM (SL) COLORED PRINTING 2 DIFFERENT DATES,ALAM ALIBDAA,FIRESTOP,PO for INSS1186 SIZE 17*13 CM (SL) COLORED PRINTING 2 DIFFERENT DATES,Various,Various,61.27,USD,2017,2,1192,RFPO-1192-V4367,Base PO
PO-1005-C6013-18,12 Feb 2017,3 SETS OF DESMONDUR 44V20L ( FIRE RATED SYSTEM) AND SHPU40FS141/32B (FIRE RATED SYSTEM),Bayer Pearl LLC,CENTRICO,3 SETS OF DESMONDUR 44V20L ( FIRE RATED SYSTEM) AND SHPU40FS141/32B (FIRE RATED SYSTEM),Chemicals,Chemicals,3935.33,USD,2017,2,1005,PO-1005-C6013-18,Base PO
RFPO-1569-V4255-1,07 Feb 2017,"PO for SOPHIA - EXECUTIVE SINGLE SEATER SOFA WITH CHROME LEGS, UPHOLSTERED IN ORANGE PVC",BLUE CROWN FURNITURE (LLC),MACRO,"PO for SOPHIA - EXECUTIVE SINGLE SEATER SOFA WITH CHROME LEGS, UPHOLSTERED IN ORANGE PVC",Various,Various,381.21,USD,2017,2,1569,RFPO-1569-V4255,Base PO
RFPO-1192-C6034-1,07 Feb 2017,PO for Polyurerthane Foam System,BASF Kanoo Polyurethanes LLC,FIRESTOP,PO for Polyurerthane Foam System,Chemicals,Chemicals,31481.55,USD,2017,2,1192,RFPO-1192-C6034,Base PO
RFPO-1569-V4254-1,05 Feb 2017,PO for Rectangular Desk (Conference Table),BLUE CROWN FURNITURE (LLC),MACRO,PO for Rectangular Desk (Conference Table),Various,Various,1633.76,USD,2017,2,1569,RFPO-1569-V4254,Base PO
RFPO-1569-V4253-1,01 Feb 2017,PO for BCF 128 XL 101SW - Metal full height cabinet with swing doors in  grey / beige finish. (with 4 shelves) Size : (W92 x D46 x H180cm),BLUE CROWN FURNITURE (LLC),MACRO,PO for BCF 128 XL 101SW - Metal full height cabinet with swing doors in  grey / beige finish. (with 4 shelves) Size : (W92 x D46 x H180cm),Various,Various,132.06,USD,2017,2,1569,RFPO-1569-V4253,Base PO
RFPO-1569-V4354-1,30 Jan 2017,PO for Mr. Marty Muller Business Card,ALAM ALIBDAA,MACRO,PO for Mr. Marty Muller Business Card,Various,Various,163.38,USD,2017,1,1569,RFPO-1569-V4354,Base PO
RFPO-1593-M4102-1,29 Jan 2017,PO for EST - 1002 6 - 1 : STEAM CYLINDER FOR THREE PHASE MDS/MDD UNITS,Morex Inc.,MACRO,PO for EST - 1002 6 - 1 : STEAM CYLINDER FOR THREE PHASE MDS/MDD UNITS,Mechanical,Mechanical,14369.25,USD,2017,1,1593,RFPO-1593-M4102,Base PO
PO-1005-C6013-17,29 Jan 2017,PO for Baymer SHPU40FS 141/2B,Bayer Pearl LLC,CENTRICO,PO for Baymer SHPU40FS 141/2B,Chemicals,Chemicals,2623.55,USD,2017,1,1005,PO-1005-C6013-17,Base PO
RFPO-1569-V4252-1,26 Jan 2017,"PO for SOPHIA - EXECUTIVE SINGLE SEATER SOFA WITH CHROME LEGS, UPHOLSTERED IN ORANGE PVC",BLUE CROWN FURNITURE (LLC),MACRO,"PO for SOPHIA - EXECUTIVE SINGLE SEATER SOFA WITH CHROME LEGS, UPHOLSTERED IN ORANGE PVC",Various,Various,2039.48,USD,2017,1,1569,RFPO-1569-V4252,Base PO
RFPO-1192-C6033-1,23 Jan 2017,PO for ISOPMDI92140,BASF Kanoo Polyurethanes LLC,FIRESTOP,PO for ISOPMDI92140,Chemicals,Chemicals,7870.39,USD,2017,1,1192,RFPO-1192-C6033,Base PO
RFPO-1192-V4366-1,19 Jan 2017,PO for Flyer 350 GSM Printing 4 color 2 side Matt Lamination 2 Side 48 X16.5 cm,ALAM ALIBDAA,FIRESTOP,PO for Flyer 350 GSM Printing 4 color 2 side Matt Lamination 2 Side 48 X16.5 cm,Various,Various,517.36,USD,2017,1,1192,RFPO-1192-V4366,Base PO
RFPO-1569-V4353-1,19 Jan 2017,"PO for IP PBX System UCM 6208 , 8 FXO Support, 60 Concurrent calls, Call Recording, Voice mail, multiple IVR & Call forwarding",VECTOR Digital Systems LLC,MACRO,"PO for IP PBX System UCM 6208 , 8 FXO Support, 60 Concurrent calls, Call Recording, Voice mail, multiple IVR & Call forwarding",Various,Various,7351.94,USD,2017,1,1569,RFPO-1569-V4353,Base PO
RFPO-1192-V4365-1,05 Jan 2017,PO for LPA Stickers Size 43 X 21 cm Colored printing,ALAM ALIBDAA,FIRESTOP,PO for LPA Stickers Size 43 X 21 cm Colored printing,Various,Various,176.99,USD,2017,1,1192,RFPO-1192-V4365,Base PO
Fresh PO-165,26 Dec 2016,Swing Door Metal 4 Shelves,Office Works Middle East,Unknown,Swing Door Metal 4 Shelves,Various,Various,345.81,USD,2016,12,165,Fresh PO-165,Base PO
Fresh PO-193,26 Dec 2016,Swing Door Metal 4 Shelves,Office Works Middle East,Unknown,Swing Door Metal 4 Shelves,Various,Various,345.81,USD,2016,12,193,Fresh PO-193,Base PO
RFPO-637-V6856-2,22 Dec 2016,NINE MONTHS WARRANTY DEFICIENCIES,HAMIDULLAH,MACRO,NINE MONTHS WARRANTY DEFICIENCIES,Various,Various,1351.8,USD,2016,12,637,RFPO-637-V6856,Change Order
RFPO-1595-V4251-1,22 Dec 2016,PO for 19BLK625IW / 19MM 6X25 WIRE  ROPE IWRC BLK,Dutest Qatar W.L.L.,MVL VENTURES,PO for 19BLK625IW / 19MM 6X25 WIRE  ROPE IWRC BLK,Various,Various,12183.91,USD,2016,12,1595,RFPO-1595-V4251,Base PO
RFPO-1192-C6029-1,22 Dec 2016,PO for Elastospray 1611/17 Polyurethane Foam,BASF Kanoo Polyurethanes LLC,FIRESTOP,PO for Elastospray 1611/17 Polyurethane Foam,Chemicals,Chemicals,36835.94,USD,2016,12,1192,RFPO-1192-C6029,Base PO
RFPO-1192-V4264-1,20 Dec 2016,PO for Rockwool Slab Unfaced (D160T50),FUJAIRAH ROCKWOOL FACTORY,MACRO,PO for Rockwool Slab Unfaced (D160T50),Various,Various,11161.97,USD,2016,12,1192,RFPO-1192-V4264,Base PO
RFPO-637-V6856-1,15 Dec 2016,NINE MONTHS WARRANTY DEFICIENCIES,HAMIDULLAH,MACRO,NINE MONTHS WARRANTY DEFICIENCIES,Various,Various,1234.8,USD,2016,12,637,RFPO-637-V6856,Base PO
RFPO-1608-V4251-1,15 Dec 2016,PO for A7162,Francis Search Light Limited,MVL VENTURES,PO for A7162,Various,Various,11216.46,USD,2016,12,1608,RFPO-1608-V4251,Base PO
PO-1569-V4251-3,14 Dec 2016,PO for Fit Out Work (1803),Enterprise Integrate,MVL VENTURES,PO for Fit Out Work (1803),Various,Various,39754.94,USD,2016,12,1569,PO-1569-V4251,Change Order
PO-1005-C6013-16,14 Dec 2016,3 sets of Desmondur 44v20L 250KG/DRUM and Baymer SHPU-40FS140-27A 220KG/DRUM and 3 sets of Desmondur44V20L 250KG/Drum and Baymer SHPU40FS141/32B,Bayer Pearl LLC,CENTRICO,3 sets of Desmondur 44v20L 250KG/DRUM and Baymer SHPU-40FS140-27A 220KG/DRUM and 3 sets of Desmondur44V20L 250KG/Drum and Baymer SHPU40FS141/32B,Chemicals,Chemicals,6834.04,USD,2016,12,1005,PO-1005-C6013-16,Base PO
RFPO-1569-V4351-1,14 Dec 2016,PO for KONNECT CLUSTER OF 3 WORKSTATIONS EACH DESK 120*60CM,BAFCO TRADING LLC,MACRO,PO for KONNECT CLUSTER OF 3 WORKSTATIONS EACH DESK 120*60CM,Various,Various,11644.66,USD,2016,12,1569,RFPO-1569-V4351,Base PO
PO-1569-V4251-2,14 Dec 2016,PO for Fit Out Work (1803),Enterprise Integrate,MVL VENTURES,PO for Fit Out Work (1803),Various,Various,35670.52,USD,2016,12,1569,PO-1569-V4251,Change Order
PO-1192-F7464-1,08 Dec 2016,PO for ROCKWOOL SLAB UNFACED,FUJEIRA ROCKWOOL FACTORY,MVL FACILITIES,PO for ROCKWOOL SLAB UNFACED,Fire,Fire,4981.28,USD,2016,12,1192,PO-1192-F7464,Base PO
RFPO-982-S9031-1,06 Dec 2016,"PO for Remove existing and replace with new, Digital Board A32 for Diesel Generators No.1 and No.6. Including Additional Card for Gen Set 09",Metron International,MVL SOLUTIONS,"PO for Remove existing and replace with new, Digital Board A32 for Diesel Generators No.1 and No.6. Including Additional Card for Gen Set 09",Services,Services,59000.0,USD,2016,12,982,RFPO-982-S9031,Base PO
RFPO-1192-V4263-1,05 Dec 2016,PO for ROCKWOOL SLAB UNFACED,FUJEIRA ROCKWOOL FACTORY,MACRO,PO for ROCKWOOL SLAB UNFACED,Various,Various,1245.32,USD,2016,12,1192,RFPO-1192-V4263,Base PO
RFPO-1592-T1000-1,30 Nov 2016,PO for SELF CONTAINED BREATHING APPARATUS (SCBA),VOYAGE MARINE,MVL TRADING,PO for SELF CONTAINED BREATHING APPARATUS (SCBA),Tools,Tools,871.34,USD,2016,11,1592,RFPO-1592-T1000,Base PO
RFPO-1592-V4251-1,30 Nov 2016,PO for SAFETY HARD HATS AND SAFETY VEST AS PER ATTACHED SPECIFICATIONS AND STICKERS,CALA LOGISTICS SERVICES,MVL VENTURES,PO for SAFETY HARD HATS AND SAFETY VEST AS PER ATTACHED SPECIFICATIONS AND STICKERS,Various,Various,2876.3,USD,2016,11,1592,RFPO-1592-V4251,Base PO
PO-1005-C6013-14,21 Nov 2016,PO for Baymer SHPU40FS 141/2B AND DESMODUR 44V20L,Bayer Pearl LLC,CENTRICO,PO for Baymer SHPU40FS 141/2B AND DESMODUR 44V20L,Chemicals,Chemicals,3781.76,USD,2016,11,1005,PO-1005-C6013-14,Base PO
PO-1192-F7469-1,17 Nov 2016,PO for INSS1186 Production/Manufacture and Expiry Date Sticker Printing,ALAM ALIBDAA,MVL FACILITIES,PO for INSS1186 Production/Manufacture and Expiry Date Sticker Printing,Fire,Fire,74.88,USD,2016,11,1192,PO-1192-F7469,Base PO
PO-1005-E6981-1,17 Nov 2016,PO for Electric Heater-2KW,GLEN DIMPLEX IRELAND,MVL ENERGY,PO for Electric Heater-2KW,Electrical,Electrical,379.75,USD,2016,11,1005,PO-1005-E6981,Base PO
PO-1005-E6981-2,17 Nov 2016,PO for Panasonic Ceiling Fan - Same as Supplied Before,Al Futtaim Panatech LLC,MVL ENERGY,PO for Panasonic Ceiling Fan - Same as Supplied Before,Electrical,Electrical,247.79,USD,2016,11,1005,PO-1005-E6981,Change Order
PO-1005-V6971-3,10 Nov 2016,PO for Retractable/Removable Theater Seating System/12 nos of 3 Seat Banks each per unit,"Chongqing JUYI Industry Co., Ltd.",MVL VENTURES,PO for Retractable/Removable Theater Seating System/12 nos of 3 Seat Banks each per unit,Various,Various,12760.0,USD,2016,11,1005,PO-1005-V6971,Change Order
PO-1005-V6971-2,03 Nov 2016,PO for Retractable/Removable Theater Seating System/12 nos of 3 Seat Banks each per unit,"Chongqing JUYI Industry Co., Ltd.",MVL VENTURES,PO for Retractable/Removable Theater Seating System/12 nos of 3 Seat Banks each per unit,Various,Various,11960.0,USD,2016,11,1005,PO-1005-V6971,Change Order
PO-1005-C6013-13,31 Oct 2016,PO for APPLICATION OF POLYURETHANE FOAM,AL RAFID INSULATION CONTRACTING L.L.C,CENTRICO,PO for APPLICATION OF POLYURETHANE FOAM,Chemicals,Chemicals,10423.83,USD,2016,10,1005,PO-1005-C6013-13,Base PO
PO-1005-V6971-1,27 Oct 2016,PO for Retractable/Removable Theater Seating System/12 nos of 3 Seat Banks each per unit,"Chongqing JUYI Industry Co., Ltd.",MVL VENTURES,PO for Retractable/Removable Theater Seating System/12 nos of 3 Seat Banks each per unit,Various,Various,13070.0,USD,2016,10,1005,PO-1005-V6971,Base PO
RFPO-1614-V4251-1,09 Oct 2016,DT7M DYNATOWER,DYNA SYSTEMS LIMITED,MVL VENTURES,DT7M DYNATOWER,Various,Various,242020.0,USD,2016,10,1614,RFPO-1614-V4251,Base PO
PO-1005-C6013-12,29 Sep 2016,Baymer SHPU40FS 141/2B AND DESMODUR 44V20L,Bayer Pearl LLC,CENTRICO,Baymer SHPU40FS 141/2B AND DESMODUR 44V20L,Chemicals,Chemicals,13195.92,USD,2016,9,1005,PO-1005-C6013-12,Base PO
PO-1005-C6013-10,28 Sep 2016,PO for APPLICATION OF SPRAY POLYURETHANE FOAM WITH 5 CM THICKNESS FOR KEMPINSKI PALM JUMEIRAH DXB,AL RAFID INSULATION CONTRACTING L.L.C,CENTRICO,PO for APPLICATION OF SPRAY POLYURETHANE FOAM WITH 5 CM THICKNESS FOR KEMPINSKI PALM JUMEIRAH DXB,Chemicals,Chemicals,8168.82,USD,2016,9,1005,PO-1005-C6013-10,Base PO
PO-1005-C6013-11,28 Sep 2016,PO for Polyurethane System/ Insulation Material,BASF Kanoo Polyurethanes LLC,CENTRICO,PO for Polyurethane System/ Insulation Material,Chemicals,Chemicals,1123.21,USD,2016,9,1005,PO-1005-C6013-11,Base PO
PO-1005-M6995-2,28 Sep 2016,PO for ONICON D-100-N2 DISPLAY FOR JCI METASYS D-100-N2 D -100 WITH JOHNSON CONTROLS METASYS N2 INTERFACE,Johnson Controls,MACRO,PO for ONICON D-100-N2 DISPLAY FOR JCI METASYS D-100-N2 D -100 WITH JOHNSON CONTROLS METASYS N2 INTERFACE,Mechanical,Mechanical,5064.67,USD,2016,9,1005,PO-1005-M6995,Change Order
PO-1005-E6980-1,26 Sep 2016,Panasonic Ceiling Fan - Same as Supplied Before,Al Futtaim Panatech LLC,MVL ENERGY,Panasonic Ceiling Fan - Same as Supplied Before,Electrical,Electrical,2123.89,USD,2016,9,1005,PO-1005-E6980,Base PO
PO-1005-M6995-1,25 Sep 2016,PO for ONICON D-100-N2 DISPLAY FOR JCI METASYS D-100-N2 D -100 WITH JOHNSON CONTROLS METASYS N2 INTERFACE,ALMI INTERNATIONAL F.Z.E,MACRO,PO for ONICON D-100-N2 DISPLAY FOR JCI METASYS D-100-N2 D -100 WITH JOHNSON CONTROLS METASYS N2 INTERFACE,Mechanical,Mechanical,11164.06,USD,2016,9,1005,PO-1005-M6995,Base PO
PO-1005-V6973-1,22 Sep 2016,"PO for Cooler Glass Door Merchandiser Refrigerator - Single Swing Door, 24 Cu Ft. Capacity, 4 Shelves, R-134A Refrigerant, Power 220/240V, 50/60Hz, Size 28.5 in length x 32 in. dia x 79.25 in height",MAZAYA AL EMARATE Co. L.L.C,MVL VENTURES,"PO for Cooler Glass Door Merchandiser Refrigerator - Single Swing Door, 24 Cu Ft. Capacity, 4 Shelves, R-134A Refrigerant, Power 220/240V, 50/60Hz, Size 28.5 in length x 32 in. dia x 79.25 in height",Various,Various,27447.24,USD,2016,9,1005,PO-1005-V6973,Base PO
RFPO-982-V4259-1,21 Sep 2016,PO for Videographer / Video Editiing for O and M Training Medium Quality,Mohammadi Store,MACRO,PO for Videographer / Video Editiing for O and M Training Medium Quality,Various,Various,2263.8,USD,2016,9,982,RFPO-982-V4259,Base PO
PO-916-3185-1,08 Sep 2016,PO for Back Rod-30m,ARAB SUPPLIERS,Unknown,PO for Back Rod-30m,Various,Various,74.88,USD,2016,9,916,PO-916-3185,Base PO
RFPO-637-A5310-2,06 Sep 2016,PO for Adjustment of Each Lock / Repairing Revised,AZIZ ULLAH NASARY WARDAK LTD,MACRO,PO for Adjustment of Each Lock / Repairing Revised,Architectural,Architectural,520.0,USD,2016,9,637,RFPO-637-A5310,Change Order
PO-1005-C6013-9,05 Sep 2016,PO for Baymer SHPU40FS 141/2B,Bayer Pearl LLC,CENTRICO,PO for Baymer SHPU40FS 141/2B,Chemicals,Chemicals,7036.08,USD,2016,9,1005,PO-1005-C6013-9,Base PO
PO-1005-C6013-8,01 Sep 2016,PO for APPLICATION OF SPRAY POLYURETHANE FOAM WITH 5 CM THICKNESS FOR KEMPINSKI PALM JUMEIRAH DXB,RGMC Technical Services,CENTRICO,PO for APPLICATION OF SPRAY POLYURETHANE FOAM WITH 5 CM THICKNESS FOR KEMPINSKI PALM JUMEIRAH DXB,Chemicals,Chemicals,5445.88,USD,2016,9,1005,PO-1005-C6013-8,Base PO
PO-1005-C6013-7,29 Aug 2016,PO for Baymer SHPU40FS 141/2B AND DESMODUR 44V20L,Bayer Pearl LLC,CENTRICO,PO for Baymer SHPU40FS 141/2B AND DESMODUR 44V20L,Chemicals,Chemicals,8054.46,USD,2016,8,1005,PO-1005-C6013-7,Base PO
PO-1005-M6994-1,23 Aug 2016,PO for Electric Water Heater; Model No. EGSP20 / 208 Volts AC Only / 19.9 Gallons,RHEEM MANUFACTURING MEA FZE,MACRO,PO for Electric Water Heater; Model No. EGSP20 / 208 Volts AC Only / 19.9 Gallons,Mechanical,Mechanical,9600.0,USD,2016,8,1005,PO-1005-M6994,Base PO
RFPO-637-A5310-1,22 Aug 2016,PO for Adjustment of Each Lock / Repairing,AZIZ ULLAH NASARY WARDAK LTD,MACRO,PO for Adjustment of Each Lock / Repairing,Architectural,Architectural,196.0,USD,2016,8,637,RFPO-637-A5310,Base PO
PO-1005-C6013-6,22 Aug 2016,PO for APPLICATION OF SPRAY POLYURETHANE FOAM WITH 5 CM THICKNESS FOR KEMPINSKI PALM JUMEIRAH DXB,MSK Contracting LLC,CENTRICO,PO for APPLICATION OF SPRAY POLYURETHANE FOAM WITH 5 CM THICKNESS FOR KEMPINSKI PALM JUMEIRAH DXB,Chemicals,Chemicals,8168.82,USD,2016,8,1005,PO-1005-C6013,Change Order
PO-1005-C6013-5,21 Aug 2016,SPRAY POLYURETHANE FOAM APPLICATION,AL RAFID INSULATION CONTRACTING L.L.C,CENTRICO,SPRAY POLYURETHANE FOAM APPLICATION,Chemicals,Chemicals,13509.19,USD,2016,8,1005,PO-1005-C6013,Change Order
PO-1569-V4251-1,17 Aug 2016,PO for Fit Out Work (1803),Enterprise Integrate,MVL VENTURES,PO for Fit Out Work (1803),Various,Various,31313.82,USD,2016,8,1569,PO-1569-V4251,Base PO
RFPO-637-V6855-1,14 Aug 2016,"PO for TOSHIBA COMPRESSOR/ 1,200 BTU. 8.0 COLLING, 9.0 HEATING. COMPATIBLE  WITH MITSUBISHI AC",CALA LOGISTICS SERVICES,MACRO,"PO for TOSHIBA COMPRESSOR/ 1,200 BTU. 8.0 COLLING, 9.0 HEATING. COMPATIBLE  WITH MITSUBISHI AC",Various,Various,195.0,USD,2016,8,637,RFPO-637-V6855,Base PO
PO-1192-F7366-1,10 Aug 2016,PO for PIPE CLIP,SONASA TRADING CO. LLC,MVL FACILITIES,PO for PIPE CLIP,Fire,Fire,65.35,USD,2016,8,1192,PO-1192-F7366,Base PO
PO-1005-E6977-1,08 Aug 2016,PO for Electric Unit Heater - CUH02B31T,GLEN DIMPLEX IRELAND,MVL ENERGY,PO for Electric Unit Heater - CUH02B31T,Electrical,Electrical,1036.5,USD,2016,8,1005,PO-1005-E6977,Base PO
RFPO-566-3043-1,18 Jul 2016,PO for Rectification works for various leakages of 3x AKSA Generator Units (Engines used are Cummins),Balwan Construction and Logistics Co.Ltd,MACRO,PO for Rectification works for various leakages of 3x AKSA Generator Units (Engines used are Cummins),Various,Various,900.0,USD,2016,7,566,RFPO-566-3043,Base PO
RFPO-1192-V4364-1,03 Jul 2016,PO for Stickers Size A4 ( 6 Piece ),ALAM ALIBDAA,FIRESTOP,PO for Stickers Size A4 ( 6 Piece ),Various,Various,122.53,USD,2016,7,1192,RFPO-1192-V4364,Base PO
RFPO-566-V4265-1,28 Jun 2016,PO for ADJUSTMENTS OF SEARCHLIGHT AND INSTALLATION OF BULBS,ABDUL QUDOS,MACRO,PO for ADJUSTMENTS OF SEARCHLIGHT AND INSTALLATION OF BULBS,Various,Various,1125.0,USD,2016,6,566,RFPO-566-V4265,Base PO
RFPO-566-V4264-1,27 Jun 2016,PO for SEARCH LIGHT BULB,Shokrullah Mandozai Co,MACRO,PO for SEARCH LIGHT BULB,Various,Various,980.0,USD,2016,6,566,RFPO-566-V4264,Base PO
PO-1005-E6975-1,22 Jun 2016,PO for Electric Base Board Heater - Dimplex,GLEN DIMPLEX IRELAND,MVL ENERGY,PO for Electric Base Board Heater - Dimplex,Electrical,Electrical,1129.75,USD,2016,6,1005,PO-1005-E6975,Base PO
Fresh PO-162,22 Jun 2016,RFI Only - women s participation facilities for the Afghan National  Army ANA,US Embassy Kabul,Unknown,RFI Only - women s participation facilities for the Afghan National  Army ANA,Various,Various,0,USD,2016,6,162,Fresh PO-162,Base PO
Fresh PO-164,22 Jun 2016,RFI Only - women s participation facilities for the Afghan National  Army ANA,TEKMARK International FZC,Unknown,RFI Only - women s participation facilities for the Afghan National  Army ANA,Various,Various,0,USD,2016,6,164,Fresh PO-164,Base PO
Fresh PO-161,16 Jun 2016,Electric Base Board Heater - Dimplex,GLEN DIMPLEX IRELAND,Unknown,Electric Base Board Heater - Dimplex,Various,Various,949.37,USD,2016,6,161,Fresh PO-161,Base PO
RFPO-1192-V4262-1,13 Jun 2016,PO for ROCKWOOL THICKNESS : 50MM DENSITY,FUJEIRA ROCKWOOL FACTORY,MACRO,PO for ROCKWOOL THICKNESS : 50MM DENSITY,Various,Various,8010.28,USD,2016,6,1192,RFPO-1192-V4262,Base PO
PO-1005-C6013-3,13 Jun 2016,PO for BAYMER AND DESMODUR/2B,Bayer Pearl LLC,CENTRICO,PO for BAYMER AND DESMODUR/2B,Chemicals,Chemicals,48951.67,USD,2016,6,1005,PO-1005-C6013,Change Order
PO-1005-C6013-4,13 Jun 2016,PO for APPLICATION OF PU FOAM,DOVER GULF WATERPROOFING ND INSULATION LLC,CENTRICO,PO for APPLICATION OF PU FOAM,Chemicals,Chemicals,3812.12,USD,2016,6,1005,PO-1005-C6013,Change Order
PO-982-V4257-1,31 May 2016,PO for EXPLOSION PROOF EXHAUST FAN,ENERGY INTERNATIONAL LLC,MACRO,PO for EXPLOSION PROOF EXHAUST FAN,Various,Various,1102.79,USD,2016,5,982,PO-982-V4257,Base PO
PO-1005-E6971-1,29 May 2016,RH-WP-12V Remote Single Head Lamp Weather Proof,"The Exit Light Co., Inc.",MVL ENERGY,RH-WP-12V Remote Single Head Lamp Weather Proof,Electrical,Electrical,1296.0,USD,2016,5,1005,PO-1005-E6971,Base PO
Fresh PO-143,29 May 2016,Workstation chair as approved designs,Seeb Interior Design,Unknown,Workstation chair as approved designs,Various,Various,871.34,USD,2016,5,143,Fresh PO-143,Base PO
RFPO-1192-V4260-1,25 May 2016,PO for VENOTH BUSINESS CARD,CENTURY PRINTING PRESS LLC,MVL VENTURES,PO for VENOTH BUSINESS CARD,Various,Various,204.22,USD,2016,5,1192,RFPO-1192-V4260,Base PO
RFPO-1192-V4363-1,22 May 2016,PO for JMC (ISUZU) 3.5 Ton A/C PICKUP MODEL 2015,BELHASA MOTORS COMPANY.L.L.C.,FIRESTOP,PO for JMC (ISUZU) 3.5 Ton A/C PICKUP MODEL 2015,Various,Various,16073.52,USD,2016,5,1192,RFPO-1192-V4363,Base PO
RFPO-982-V4256-1,22 May 2016,PO for Videographer / Video Editing for O & M Training  medium quality,Mohammadi Store,MACRO,PO for Videographer / Video Editing for O & M Training  medium quality,Various,Various,555.0,USD,2016,5,982,RFPO-982-V4256,Base PO
PO-1192-C6009-1,16 May 2016,PO for BAYMER SHPU-45-15,Bayer Pearl LLC,CENTRICO,PO for BAYMER SHPU-45-15,Chemicals,Chemicals,1527.57,USD,2016,5,1192,PO-1192-C6009,Base PO
PO-1005-C6013-2,15 May 2016,PO for SPRAY POLYURETHANE FOAM APPLICATION,WALTON WATER PROOFING CONTRACTING LLC.,CENTRICO,PO for SPRAY POLYURETHANE FOAM APPLICATION,Chemicals,Chemicals,8168.82,USD,2016,5,1005,PO-1005-C6013,Change Order
PO-1192-F7219-1,12 May 2016,PO for BR-30,ARAB SUPPLIERS,MVL FACILITIES,PO for BR-30,Fire,Fire,585.43,USD,2016,5,1192,PO-1192-F7219,Base PO
Fresh PO-142,10 May 2016,PO for Plan Swift 10.0,Green Field Trading,Unknown,PO for Plan Swift 10.0,Various,Various,1252.55,USD,2016,5,142,Fresh PO-142,Base PO
RFPO-566-V4263-1,08 May 2016,PO for CRANE RENTAL  FOR UNLOADING K2 SPARES TO SITE,AIMAL KHAN,MACRO,PO for CRANE RENTAL  FOR UNLOADING K2 SPARES TO SITE,Various,Various,294.0,USD,2016,5,566,RFPO-566-V4263,Base PO
PO-1192-C6007-1,04 May 2016,PO for  Supply of  Baymer SHPU ? 45 ? 15,Bayer Pearl LLC,CENTRICO,PO for  Supply of  Baymer SHPU ? 45 ? 15,Chemicals,Chemicals,3055.14,USD,2016,5,1192,PO-1192-C6007,Base PO
PO-1005-C6013-1,04 May 2016,"PO for Spray application of Polyurethane foam on Kempinski Palm Jumeirah, Dubai, UAE",AL RAFID INSULATION CONTRACTING L.L.C,CENTRICO,"PO for Spray application of Polyurethane foam on Kempinski Palm Jumeirah, Dubai, UAE",Chemicals,Chemicals,20422.06,USD,2016,5,1005,PO-1005-C6013,Base PO
RFPO-1428-V4254-1,03 May 2016,PO for Posters High Resolution with double face sticker strip  90 W X 220 H meter,Unspecified Supplier,MACRO,PO for Posters High Resolution with double face sticker strip  90 W X 220 H meter,Various,Various,835.94,USD,2016,5,1428,RFPO-1428-V4254,Base PO
RFPO-1192-V4259-1,02 May 2016,PO for COMPANY CATALOGUE WITOUT POCKET (ALL PRODUCTS WITHOUT DC PRODUCTS),Unspecified Supplier,MACRO,PO for COMPANY CATALOGUE WITOUT POCKET (ALL PRODUCTS WITHOUT DC PRODUCTS),Various,Various,1756.3,USD,2016,5,1192,RFPO-1192-V4259,Base PO
RFPO-566-V4262-1,02 May 2016,PO for CRANE FOR lOADING OF CONTAINERS AT MFNDU,CALA LOGISTICS SERVICES,MACRO,PO for CRANE FOR lOADING OF CONTAINERS AT MFNDU,Various,Various,1100.0,USD,2016,5,566,RFPO-566-V4262,Base PO
RFPO-1192-C6051A-2,02 May 2016,PO for FIRESTOP MATERIALS - BAYER PEARL - 2,Bayer Pearl LLC,FIRESTOP,PO for FIRESTOP MATERIALS - BAYER PEARL - 2,Chemicals,Chemicals,10750.17,USD,2016,5,1192,RFPO-1192-C6051A,Change Order
RFPO-781-V4254-1,28 Apr 2016,PO for SATCOM Drop Boxes 10 NOS Holocom Part No. SEC-WM-UDB3-H1,INDUSTRIAL EQUIPMENT CORP.,MACRO,PO for SATCOM Drop Boxes 10 NOS Holocom Part No. SEC-WM-UDB3-H1,Various,Various,1396.0,USD,2016,4,781,RFPO-781-V4254,Base PO
PO-1005-E6969A-1,24 Apr 2016,PO for Electric Unit Heater - CUH02B21T,GLEN DIMPLEX IRELAND,MVL ENERGY,PO for Electric Unit Heater - CUH02B21T,Electrical,Electrical,863.75,USD,2016,4,1005,PO-1005-E6969A,Base PO
