RowNo,PONumber,PODate,POName,Supplier,Entity,EntityCode,Project,Material,OriginalValue,Currency,ValueUSD,POSpendUSD,POType,Year,Month,YearMonth,UsedInTab
3020,RFPO-566-S9033A-1,25 Oct 2015,PO for Aluminum Exhaust Grille with Damper,Crown Creative Construction Company,MACRO,S9033A,"Khas Khunar Project_Supply Of Fuel, Vehicles And Waste Disposal",Construction,2024.0,USD,2024.0,2024.0,Base PO,2015,10,2015-10,GSA (Global Spend Analysis) + M&D (as PO)
3021,RFPO-566-S9034-1,25 Oct 2015,PO for Actuator Motor For Galv. Motorized Damper  135x1500mm,Crown Creative Construction Company,MACRO,S9034,"Khas Khunar Project_Supply Of Fuel, Vehicles And Waste Disposal",Construction,4419.28,USD,4419.28,4419.28,Base PO,2015,10,2015-10,GSA (Global Spend Analysis) + M&D (as PO)
3022,PO-1005-V6863-2,25 Oct 2015,PO for Electrical Copper Wire,HAJI GHANI SONS,MVL VENTURES,V6863,General,General,282.0,USD,282.0,282.0,Change Order,2015,10,2015-10,GSA (Global Spend Analysis) + M&D (as PO)
3023,RFPO-566-E6805-1,25 Oct 2015,PO for EF-01-02 GREENHECK CW-121-K-X,Khan Brothers,MACRO,E6805,"Khas Khunar Project_Supply Of Fuel, Vehicles And Waste Disposal",Construction,3376.0,USD,3376.0,3376.0,Base PO,2015,10,2015-10,GSA (Global Spend Analysis) + M&D (as PO)
3024,RFPO-566-V4352-1,22 Oct 2015,PO for Testing and Commissioning (5TH ORDER),Falcon Eyes Logistic and Services,MACRO,V4352,"Khas Khunar Project_Supply Of Fuel, Vehicles And Waste Disposal",Construction,3360.0,USD,3360.0,3360.0,Base PO,2015,10,2015-10,GSA (Global Spend Analysis) + M&D (as PO)
3025,RFPO-566-E6804A-1,22 Oct 2015,PO for Ablution Mixer 1inch,HAJI GHANI SONS,MACRO,E6804A,"Khas Khunar Project_Supply Of Fuel, Vehicles And Waste Disposal",Construction,648.96,USD,648.96,648.96,Base PO,2015,10,2015-10,GSA (Global Spend Analysis) + M&D (as PO)
3026,RFPO-566-E6803-1,20 Oct 2015,EXP PROOF FAN CBF-300 220 VAC .18 KW,HAJI GHANI SONS,MACRO,E6803,"Khas Khunar Project_Supply Of Fuel, Vehicles And Waste Disposal",Construction,484.0,USD,484.0,484.0,Base PO,2015,10,2015-10,GSA (Global Spend Analysis) + M&D (as PO)
3027,RFPO-566-V4252-1,20 Oct 2015,PO for Hand Over Fuel,Falcon Eyes Logistic and Services,MACRO,V4252,"Khas Khunar Project_Supply Of Fuel, Vehicles And Waste Disposal",Construction,15552.0,USD,15552.0,15552.0,Base PO,2015,10,2015-10,GSA (Global Spend Analysis) + M&D (as PO)
3028,RFPO-637-V4252-1,19 Oct 2015,PO for Installation of Door Signages (4 Screws),CALA LOGISTICS SERVICES,MACRO,V4252,Kabul Fit Out_Supply Of  SAFETY VESTS & HELMETS,Building Materials,2318.4,USD,2318.4,2318.4,Base PO,2015,10,2015-10,GSA (Global Spend Analysis) + M&D (as PO)
3029,RFPO-637-S9101-1,19 Oct 2015,PO for DP and Power Pole,NovinSimia. Co,MACRO,S9101,Kabul Fit Out_Supply Of  SAFETY VESTS & HELMETS,Building Materials,66300.0,USD,66300.0,66300.0,Base PO,2015,10,2015-10,GSA (Global Spend Analysis) + M&D (as PO)
3030,PO-1005-V6863-1,18 Oct 2015,PO for HES Kablo - Electrical Cables,HES HACILAR ELEKTRIK SANAYI VE TICARET A.S.,MVL VENTURES,V6863,General,General,265775.76,USD,265775.76,265775.76,Base PO,2015,10,2015-10,GSA (Global Spend Analysis) + M&D (as PO)
3031,RFPO-566-V4251-1,12 Oct 2015,PO for Supply of Spares - Generator Parts,Unspecified Supplier,MACRO,V4251,"Khas Khunar Project_Supply Of Fuel, Vehicles And Waste Disposal",Construction,2924.8,USD,2924.8,2924.8,Base PO,2015,10,2015-10,GSA (Global Spend Analysis) + M&D (as PO)
3032,RFPO-566-S9031-1,11 Oct 2015,PO for Motorized damper with Louver and Filter  (300mmHx400mmL) ( SABRO ) and Louver with Filter (200mmHx400mmL) (  SABRO ),Crown Creative Construction Company,MACRO,S9031,"Khas Khunar Project_Supply Of Fuel, Vehicles And Waste Disposal",Construction,1708.0,USD,1708.0,1708.0,Base PO,2015,10,2015-10,GSA (Global Spend Analysis) + M&D (as PO)
3033,PO-1005-V6935-1,08 Oct 2015,MR 908 HEXAGONAL STEEL BOLT ZINC PLATING  WITH NUTS AND WASHER FULL THREAD,Al Jazeera Bolts Industries LLC,MVL VENTURES,V6935,General,General,2600.0,AED,707.98,707.98,Base PO,2015,10,2015-10,GSA (Global Spend Analysis) + M&D (as PO)
3034,RFPO-566-E6802-1,08 Oct 2015,PO for Supply Of EXP PROOF FAN CBF-300 220 VAC .18 KW AND IP65 AND CEILING FAN,HAJI GHANI SONS,MACRO,E6802,"Khas Khunar Project_Supply Of Fuel, Vehicles And Waste Disposal",Construction,2385.6,USD,2385.6,2385.6,Base PO,2015,10,2015-10,GSA (Global Spend Analysis) + M&D (as PO)
3035,PO-1005-V6934-1,07 Oct 2015,SUPPLY OF NUTS AND BOLTS SD2 MR 3777,Al Jazeera Bolts Industries LLC,MVL VENTURES,V6934,General,General,872.0,AED,237.45,237.45,Base PO,2015,10,2015-10,GSA (Global Spend Analysis) + M&D (as PO)
3036,PO-1005-V6873-1,06 Oct 2015,PO for HES Kablo - Electrical Cables,HES HACILAR ELEKTRIK SANAYI VE TICARET A.S.,MVL VENTURES,V6873,General,General,956002.336,USD,956002.34,956002.34,Base PO,2015,10,2015-10,GSA (Global Spend Analysis) + M&D (as PO)
3037,PO-1005-A6937-1,01 Oct 2015,PO for SUPPLY OF WATER METER SISMA BRAND,HAJI GHANI SONS,MVL ARABIA,A6937,General,General,1311.36,USD,1311.36,1311.36,Base PO,2015,10,2015-10,GSA (Global Spend Analysis) + M&D (as PO)
3038,RFPO-982-V4351-1,28 Sep 2015,PO for Pegasus PCP-Series Card Printer Double Side,Stationerydubai,MACRO,V4351,MFNDU - SUBCONTRACTS - MACEC,,4340.75,AED,1181.99,1181.99,Base PO,2015,9,2015-09,GSA (Global Spend Analysis) + M&D (as PO)
3039,RFPO-566-V4351-1,17 Sep 2015,"PO FOR SUPPY OF K2 - O&M MANUALS (CIVIL, MECHANICAL, ELECTRICAL, COMMUNICATION & PLUMBING) TRANSLATION TO DARI AND PASHTO",ELIA TRANSLATION CENTER,MACRO,V4351,"Khas Khunar Project_Supply Of Fuel, Vehicles And Waste Disposal",Construction,28588.8,USD,28588.8,28588.8,Base PO,2015,9,2015-09,GSA (Global Spend Analysis) + M&D (as PO)
3040,PO-1005-M6967-1,14 Sep 2015,PO for Vaultex 4710 SS - EMERGENCY EYE/FACE WASH,Souvenir Building Materials (L.L.C.),MACRO,M6967,General,General,4500.0,AED,1225.35,1225.35,Base PO,2015,9,2015-09,GSA (Global Spend Analysis) + M&D (as PO)
3041,RFPO-982-S9051-1,13 Sep 2015,Supply & install used 110 KVA Generator with one  month warranty,World Gate Engineering & Construction,MACRO,S9051,MFNDU - SUBCONTRACTS - MACEC,,11520.0,USD,11520.0,11520.0,Base PO,2015,9,2015-09,GSA (Global Spend Analysis) + M&D (as PO)
3042,PO-1005-V6932-1,13 Sep 2015,PO for Palintest  Equipment(Pooltest 3),COMPASS,MVL VENTURES,V6932,General,General,2200.0,AED,599.06,599.06,Base PO,2015,9,2015-09,GSA (Global Spend Analysis) + M&D (as PO)
3043,PO-1005-T6935-1,10 Sep 2015,"3540 Bolts, nuts and washers",Al Jazeera Bolts Industries LLC,MVL TRADING,T6935,General,General,18000.0,AED,4901.4,4901.4,Base PO,2015,9,2015-09,GSA (Global Spend Analysis) + M&D (as PO)
3044,PO-1005-A6935-1,09 Sep 2015,SISMA WATER METER,HAJI GHANI SONS,MVL ARABIA,A6935,General,General,188.16,USD,188.16,188.16,Base PO,2015,9,2015-09,GSA (Global Spend Analysis) + M&D (as PO)
3045,PO-1005-V4268-1,08 Sep 2015,Raised Floor Materials For Floor Maintenance,Gulf Computer Support Systems L.L.C,MVL VENTURES,V4268,General,General,73443.0,AED,19998.53,19998.53,Base PO,2015,9,2015-09,GSA (Global Spend Analysis) + M&D (as PO)
3046,PO-1005-M6939-1,31 Aug 2015,NON ASBESTOS KLINGERIT GASKET,Industrial Material Supply FZCO,MACRO,M6939,General,General,12028.15,AED,3275.27,3275.27,Base PO,2015,8,2015-08,GSA (Global Spend Analysis) + M&D (as PO)
3047,PO-1005-M6925-1,11 Aug 2015,PO for Palintest Pooltest 3,COMPASS,MACRO,M6925,General,General,2100.0,AED,571.83,571.83,Base PO,2015,8,2015-08,GSA (Global Spend Analysis) + M&D (as PO)
3048,PO-1005-A5355-1,10 Aug 2015,PO for Stainless Steel Mirrors,AL HASHIMI METAL PRODUCTS MANUFACTURING LLC,MVL ARABIA,A5355,General,General,702.0,AED,191.15,191.15,Base PO,2015,8,2015-08,GSA (Global Spend Analysis) + M&D (as PO)
3049,PO-1005-M4001-1,09 Aug 2015,"PO for Pump Set For Acids And Base Solutions With Motor B 36/Tur&#351;u m&#601;hlullar&#305;n n&#601;qli ???n nasos d&#601;sti           640 W/0.85 HP, 110-120V / 60 Hz  Capacity: up to 13.5 GPM  up t",SEDANA TRADING,MACRO,M4001,General,General,2350.0,AED,639.9,639.9,Base PO,2015,8,2015-08,GSA (Global Spend Analysis) + M&D (as PO)
3050,PO-1005-V6819-1,09 Aug 2015,SHURTAPE PC590 GRAY DUCTING TAPE - 24MM,Rubaiya Zueaid Bldg. Mat. Co. LLC,MVL VENTURES,V6819,General,General,3000.0,AED,816.9,816.9,Base PO,2015,8,2015-08,GSA (Global Spend Analysis) + M&D (as PO)
3051,PO-1005-M4001-2,09 Aug 2015,PO for Pump Set For Acids And Base Solutions With Motor,LUTZ-JESCO MIDDLE EAST FZE,MACRO,M4001,General,General,11137.7,AED,3032.8,3032.8,Change Order,2015,8,2015-08,GSA (Global Spend Analysis) + M&D (as PO)
3052,PO-815-M4101-1,06 Aug 2015,ACROVYN 4000 - Wall Bumper System,INDUSTRIAL EQUIPMENT CORP.,MACRO,M4101,General,General,2434.9,USD,2434.9,2434.9,Base PO,2015,8,2015-08,GSA (Global Spend Analysis) + M&D (as PO)
3053,PO-1005-M6910-1,05 Aug 2015,Supply of LG Bolt Complete with Nuts And Spring Washer Various Sizes,Al Jazeera Bolts Industries LLC,MACRO,M6910,General,General,193.2,AED,52.61,52.61,Base PO,2015,8,2015-08,GSA (Global Spend Analysis) + M&D (as PO)
3054,PO-815-M4102-1,03 Aug 2015,PO for HSS-G DIN 338 VARIOUS SIZES - DEWALT,Ali Asger & Brothers LLC,MACRO,M4102,General,General,22600.0,AED,6153.98,6153.98,Base PO,2015,8,2015-08,GSA (Global Spend Analysis) + M&D (as PO)
3055,PO-1005-V4260-1,29 Jul 2015,SUPPLY OF B METERS WATER METER MODEL TAN-X5-R SIZE 2 1/2 INCH DN65,Memon Abdul Aziz Trading Company L.L.C.,MVL VENTURES,V4260,General,General,7950.0,AED,2164.78,2164.78,Base PO,2015,7,2015-07,GSA (Global Spend Analysis) + M&D (as PO)
3056,PO-1005-V4258-1,29 Jul 2015,SUPPLY OF ZURN WILKINS 2 ? INCHES BACK FLOW PREVENTER W/ AIR GAP AND CAST IRON WYE TYPE STRAINER ( FLANGED ONLY) MODEL 375 + AG + FS. As per attached data sheet.,INDUSTRIAL EQUIPMENT CORP.,MVL VENTURES,V4258,General,General,11022.0,USD,11022.0,11022.0,Base PO,2015,7,2015-07,GSA (Global Spend Analysis) + M&D (as PO)
3057,PO-1005-M4102-2,15 Jul 2015,Supply of Rubber Insulation,CALA LOGISTICS SERVICES,MACRO,M4102,General,General,817.32,USD,817.32,817.32,Change Order,2015,7,2015-07,GSA (Global Spend Analysis) + M&D (as PO)
3058,PO-1005-M4102-3,15 Jul 2015,Supply of Copper Tubes (Coil) Muller,ALPHA Global general Trading L.L.C.,MACRO,M4102,General,General,5798.66,AED,1578.98,1578.98,Change Order,2015,7,2015-07,GSA (Global Spend Analysis) + M&D (as PO)
3059,PO-1005-M4102-1,13 Jul 2015,SUPPLY OF MITSUBISHI A/C UNITS MS-HA18 MS-HA24 MS-HA30,United Electronics Co. LLC,MACRO,M4102,General,General,156600.0,AED,42642.18,42642.18,Base PO,2015,7,2015-07,GSA (Global Spend Analysis) + M&D (as PO)
3060,PO-1005-V6893-1,13 Jul 2015,PO for DENSO TAPE - 50MM SAME AS SUPPLIED BEFORE,BIN MOOSA & DALY LTD. LLC,MVL VENTURES,V6893,General,General,2910.0,AED,792.39,792.39,Base PO,2015,7,2015-07,GSA (Global Spend Analysis) + M&D (as PO)
3061,PO-1005-V6844-1,13 Jul 2015,SUPPY OF THERMOPLASTIC HOSE AND FITTINGS,SAIL EMARATE PIPES TRADING LLC,MVL VENTURES,V6844,General,General,24647.7,AED,6711.57,6711.57,Base PO,2015,7,2015-07,GSA (Global Spend Analysis) + M&D (as PO)
3062,PO-1005-M6890-1,08 Jul 2015,PO for Supply Of Nautilus Eyewash Station (Model No : NTLS SS 520),CARIBEEAN TRADING CO. LLC,MACRO,M6890,General,General,4800.0,AED,1307.04,1307.04,Base PO,2015,7,2015-07,GSA (Global Spend Analysis) + M&D (as PO)
3063,RFPO-637-T1000-1,08 Jul 2015,PO for ALTAIR 4X MULTIGAS DETECTOR,GASOS,MACRO,T1000,Kabul Fit Out_Supply Of  SAFETY VESTS & HELMETS,Building Materials,4800.0,AED,1307.04,1307.04,Base PO,2015,7,2015-07,GSA (Global Spend Analysis) + M&D (as PO)
3064,PO-1005-M6812-1,07 Jul 2015,PO for Balancing Valves for Hot Water,CALA LOGISTICS SERVICES,MACRO,M6812,General,General,1746.0,USD,1746.0,1746.0,Base PO,2015,7,2015-07,GSA (Global Spend Analysis) + M&D (as PO)
3065,PO-615-V4352-1,01 Jul 2015,PO for Hexogen bot and Nut,Asia Bolts Industries LLC,MVL VENTURES,V4352,General,General,314.5,AED,85.64,85.64,Base PO,2015,7,2015-07,GSA (Global Spend Analysis) + M&D (as PO)
3066,PO-1005-E6803-1,29 Jun 2015,PO fo r3 AND 4 way Toggle Switches (Hubbell brand),INDUSTRIAL EQUIPMENT CORP.,MVL ENERGY,E6803,General,General,1001.0,USD,1001.0,1001.0,Base PO,2015,6,2015-06,GSA (Global Spend Analysis) + M&D (as PO)
3067,PO-615-V4253-1,29 Jun 2015,PO for Grills and Dampers - SABRO,SABRO TECHNOLOGIES,MVL VENTURES,V4253,General,General,4448.0,USD,4448.0,4448.0,Base PO,2015,6,2015-06,GSA (Global Spend Analysis) + M&D (as PO)
3068,PO-1005-E6872-1,29 Jun 2015,PO for Emergency Light- PELSAN PN 5514-103,HAJI GHANI SONS,MVL ENERGY,E6872,General,General,3600.0,USD,3600.0,3600.0,Base PO,2015,6,2015-06,GSA (Global Spend Analysis) + M&D (as PO)
3069,PO-1005-V6871-1,29 Jun 2015,PO for 4 Way Toggle Switches (Hubbell Brand),INDUSTRIAL EQUIPMENT CORP.,MVL VENTURES,V6871,General,General,398.0,USD,398.0,398.0,Base PO,2015,6,2015-06,GSA (Global Spend Analysis) + M&D (as PO)
3070,PO-1005-V6869-1,28 Jun 2015,"PO for Hex Bolts, Flat and Spring Washers",Asia Bolts Industries LLC,MVL VENTURES,V6869,General,General,2327.2,AED,633.7,633.7,Base PO,2015,6,2015-06,GSA (Global Spend Analysis) + M&D (as PO)
3071,PO-1005-M6810-1,22 Jun 2015,PO for Nautilus Eyewash Station NTLS SS 520,CARIBEEAN TRADING CO. LLC,MACRO,M6810,General,General,57600.0,AED,15684.48,15684.48,Base PO,2015,6,2015-06,GSA (Global Spend Analysis) + M&D (as PO)
3072,RFPO-781-S9074-1,22 Jun 2015,PO for Technical Manpower Support,Power Controls-GC,MACRO,S9074,Al Dhafra Fit Out_Supply Of PPE Materials,Building Materials,40000.0,AED,10892.0,10892.0,Base PO,2015,6,2015-06,GSA (Global Spend Analysis) + M&D (as PO)
3073,PO-1005-V6840-1,21 Jun 2015,SUPPLY OF Battery Support Box BATB-80 and Battery charger  PSC-122000A,INDUSTRIAL EQUIPMENT CORP.,MVL VENTURES,V6840,General,General,700.0,USD,700.0,700.0,Base PO,2015,6,2015-06,GSA (Global Spend Analysis) + M&D (as PO)
3074,PO-1005-V6833-1,18 Jun 2015,MR:2870: Supply of Bolts and Nuts,Asia Bolts Industries LLC,MVL VENTURES,V6833,General,General,2773.8,AED,755.31,755.31,Base PO,2015,6,2015-06,GSA (Global Spend Analysis) + M&D (as PO)
3075,PO-1005-V6840-2,18 Jun 2015,BOSCH ADDRESSABLE FIRE ALARM SYSTEM,INDUSTRIAL EQUIPMENT CORP.,MVL VENTURES,V6840,General,General,18477.5,USD,18477.5,18477.5,Change Order,2015,6,2015-06,GSA (Global Spend Analysis) + M&D (as PO)
3076,RFPO-781-V4251-1,15 Jun 2015,PO for FIRST AID KIT METAL MEDIUM AND SAFETY MASK 3M 8210,Midas Safety,MACRO,V4251,Al Dhafra Fit Out_Supply Of PPE Materials,Building Materials,394.0,AED,107.29,107.29,Base PO,2015,6,2015-06,GSA (Global Spend Analysis) + M&D (as PO)
3077,RFPO-573-E6804-1,15 Jun 2015,PO for Supply Of FUEL LEVEL GAUGE FOR FUEL TANK (AFRISO EUROGAUGE),Jubaili Bros LLC,MACRO,E6804,Delaram Fit Out_Supply Of Door And Door Accesories,Doors,5520.0,USD,5520.0,5520.0,Base PO,2015,6,2015-06,GSA (Global Spend Analysis) + M&D (as PO)
3078,PO-1005-V6824-1,14 Jun 2015,Fluke 1550C Insulation Tester - WITH CALIBRATION CERTIFICATE,Ali Asger & Brothers LLC,MVL VENTURES,V6824,General,General,9800.0,AED,2668.54,2668.54,Base PO,2015,6,2015-06,GSA (Global Spend Analysis) + M&D (as PO)
3079,PO-1005-T1005-1,11 Jun 2015,PO for Denso Tape - 50mm,BIN MOOSA & DALY LTD. LLC,MVL TRADING,T1005,General,General,970.0,AED,264.13,264.13,Base PO,2015,6,2015-06,GSA (Global Spend Analysis) + M&D (as PO)
3080,PO-1005-E6801-1,11 Jun 2015,PO for EMERGENCY LIGHTING LUMINARY  HALOGEN LAMP,BE&#350; A ELEKTR&#304;K VE ELEKTRON&#304;K SAN. VE T&#304;C. LTD. &#350;T&#304;,MVL ENERGY,E6801,General,General,3575.0,USD,3575.0,3575.0,Base PO,2015,6,2015-06,GSA (Global Spend Analysis) + M&D (as PO)
3081,RFPO-573-V4252-1,10 Jun 2015,PO for GLASS PANEL (1200MM*800*10MM THICK WITH ALUMINUM FRAME),CALA LOGISTICS SERVICES,MACRO,V4252,Delaram Fit Out_Supply Of Door And Door Accesories,Doors,534.1,USD,534.1,534.1,Base PO,2015,6,2015-06,GSA (Global Spend Analysis) + M&D (as PO)
3082,PO-615-T1000-1,10 Jun 2015,PO for SUPPLY OF SCHMERSAL (LIMIT SWITCH) Z4VH 335-11Z,Gulf Trade International FZC,MVL TRADING,T1000,General,General,2500.0,AED,680.75,680.75,Base PO,2015,6,2015-06,GSA (Global Spend Analysis) + M&D (as PO)
3083,RFPO-573-V4254-1,09 Jun 2015,PO for Supply Of HALIDE BULB AS PER ATTACHED,CALA LOGISTICS SERVICES,MACRO,V4254,Delaram Fit Out_Supply Of Door And Door Accesories,Doors,121.52,USD,121.52,121.52,Base PO,2015,6,2015-06,GSA (Global Spend Analysis) + M&D (as PO)
3084,RFPO-982-1746-1,09 Jun 2015,Construction of MFNDU LSA for MVL and Govt,World Gate Engineering & Construction,MACRO,1746,MFNDU - SUBCONTRACTS - MACEC,,535998.0,USD,535998.0,535998.0,Base PO,2015,6,2015-06,GSA (Global Spend Analysis) + M&D (as PO)
3085,PO-1005-E6802-1,09 Jun 2015,PO for ATS with Extended Panel (GE),BAHRI & MAZROEI TECHNICAL SYSTEMS CO. LLC,MVL ENERGY,E6802,General,General,195367.5,AED,53198.57,53198.57,Base PO,2015,6,2015-06,GSA (Global Spend Analysis) + M&D (as PO)
3086,PO-1005-T1004-1,08 Jun 2015,"PO for SUPPLY OF FLUKE METER, BOSCH LASER MEASURER",Ali Asger & Brothers LLC,MVL TRADING,T1004,General,General,6830.0,AED,1859.81,1859.81,Base PO,2015,6,2015-06,GSA (Global Spend Analysis) + M&D (as PO)
3087,PO-1005-T1004-2,08 Jun 2015,PO for BOSCH TORPEDO 3-POINT ALIGN LASR GPL3T,Parts Mechanica World Wide LLC,MVL TRADING,T1004,General,General,390.0,AED,106.2,106.2,Change Order,2015,6,2015-06,GSA (Global Spend Analysis) + M&D (as PO)
3088,RFPO-781-S9032-1,07 Jun 2015,Missing Materials Requirement,Honeywell International Middle East Ltd,MACRO,S9032,Al Dhafra Fit Out_Supply Of PPE Materials,Building Materials,377880.0,AED,102896.72,102896.72,Base PO,2015,6,2015-06,GSA (Global Spend Analysis) + M&D (as PO)
3089,RFPO-573-S9051-1,07 Jun 2015,PO for PETROL FOR FINAL PL ANA FUEL DISPENSER,FEROOZ FUEL STATION,MACRO,S9051,Delaram Fit Out_Supply Of Door And Door Accesories,Doors,2375.0,USD,2375.0,2375.0,Base PO,2015,6,2015-06,GSA (Global Spend Analysis) + M&D (as PO)
3090,RFPO-573-E6803-1,04 Jun 2015,PO for Supply Of PL 9 : ADDITIONAL ELECTRICAL MATERIALS,HAJI GHANI SONS,MACRO,E6803,Delaram Fit Out_Supply Of Door And Door Accesories,Doors,1470.0,USD,1470.0,1470.0,Base PO,2015,6,2015-06,GSA (Global Spend Analysis) + M&D (as PO)
3091,RFPO-573-V4253-1,04 Jun 2015,PO for DOOR CLOSER: KALE BRAND MODEL NO. KD-002/30-330,AL MALIKA HARDWARE AND TOOLS,MACRO,V4253,Delaram Fit Out_Supply Of Door And Door Accesories,Doors,528.0,AED,143.77,143.77,Base PO,2015,6,2015-06,GSA (Global Spend Analysis) + M&D (as PO)
3092,RFPO-573-A5203-1,04 Jun 2015,PO for DOOR STOPPER,CALA LOGISTICS SERVICES,MACRO,A5203,Delaram Fit Out_Supply Of Door And Door Accesories,Doors,225.4,USD,225.4,225.4,Base PO,2015,6,2015-06,GSA (Global Spend Analysis) + M&D (as PO)
3093,RFPO-566-E6801-1,03 Jun 2015,PO for INSPECTION OF POWER TRANSFORMERS IN PAKISTAN,SGS Gulf Limited,MACRO,E6801,"Khas Khunar Project_Supply Of Fuel, Vehicles And Waste Disposal",Construction,700.0,USD,700.0,700.0,Base PO,2015,6,2015-06,GSA (Global Spend Analysis) + M&D (as PO)
3094,RFPO-573-V4352-1,28 May 2015,PO for WARRANTY MANAGEMENT PLAN TRANSLATION TO DARI AND PASHTO,ELIA TRANSLATION CENTER,MACRO,V4352,Delaram Fit Out_Supply Of Door And Door Accesories,Doors,686.0,USD,686.0,686.0,Base PO,2015,5,2015-05,GSA (Global Spend Analysis) + M&D (as PO)
3095,RFPO-573-E6801-1,28 May 2015,PO for DLM-ELC-93: INCANDESCENT ONE PIECE WITH APPROVED LENS STABILIZED HIGH IMPACT POLY CARBONATE 70W ( c ),AW Rostamani Lumina,MACRO,E6801,Delaram Fit Out_Supply Of Door And Door Accesories,Doors,2465.0,AED,671.22,671.22,Base PO,2015,5,2015-05,GSA (Global Spend Analysis) + M&D (as PO)
3096,RFPO-573-E6802-1,26 May 2015,PO for SPARES-ADDITIONAL IKIZZLER EXIT SIGN,IKIZLER AYDINLATMA ARMATURLERI SAN VE. TIC. A.S,MACRO,E6802,Delaram Fit Out_Supply Of Door And Door Accesories,Doors,397.0,EURO,397.0,397.0,Base PO,2015,5,2015-05,GSA (Global Spend Analysis) + M&D (as PO)
3097,PO-1005-M4104-1,26 May 2015,Supply Of Expansion Tank HIDRO TANK,CALA LOGISTICS SERVICES,MACRO,M4104,General,General,1438.8,USD,1438.8,1438.8,Base PO,2015,5,2015-05,GSA (Global Spend Analysis) + M&D (as PO)
3098,RFPO-573-V4251-1,25 May 2015,PO for Supply Of ADDITIONAL SPARES PLUMBING,United Ceramics & Building Materials,MACRO,V4251,Delaram Fit Out_Supply Of Door And Door Accesories,Doors,233.94,USD,233.94,233.94,Base PO,2015,5,2015-05,GSA (Global Spend Analysis) + M&D (as PO)
3099,RFPO-573-A5201-1,25 May 2015,PO for ADDITIONAL SPARES HINGES,Consort Architectural Hardware,MACRO,A5201,Delaram Fit Out_Supply Of Door And Door Accesories,Doors,680.0,AED,185.16,185.16,Base PO,2015,5,2015-05,GSA (Global Spend Analysis) + M&D (as PO)
3100,RFPO-573-M4101-1,25 May 2015,"PO for SPB-2020, F&F Fenner V-belt",Technical Industrial Supply LLC,MACRO,M4101,Delaram Fit Out_Supply Of Door And Door Accesories,Doors,850.0,AED,231.45,231.45,Base PO,2015,5,2015-05,GSA (Global Spend Analysis) + M&D (as PO)
3101,PO-1005-P4252-1,24 May 2015,PO for 5000 PAIRS 3M EAR PLUG (3M-1110) (10 BOX X 500PAIRS/BOX),OKI BERING MIDDLE EAST FZE,MVL PROJECTS,P4252,General,General,2300.0,AED,626.29,626.29,Base PO,2015,5,2015-05,GSA (Global Spend Analysis) + M&D (as PO)
3102,RFPO-573-S9031-1,21 May 2015,PO for Supply Of WWTP GRADING AND LEGACY BUILDING SITE GRADING,Kamal Baba Construction Company ?KBCC?,MACRO,S9031,Delaram Fit Out_Supply Of Door And Door Accesories,Doors,6000.0,USD,6000.0,6000.0,Base PO,2015,5,2015-05,GSA (Global Spend Analysis) + M&D (as PO)
3103,RFPO-982-1590A-1,20 May 2015,ORD-982-1590A-1,TATEKAN Constructions and Services,MACRO,1590A,MFNDU - SUBCONTRACTS - MACEC,,9828756.34,USD,9828756.34,9828756.34,Base PO,2015,5,2015-05,GSA (Global Spend Analysis) + M&D (as PO)
3104,RFPO-982-1590A-2,20 May 2015,ORD-982-1590A-1,TATEKAN Constructions and Services,MACRO,1590A,MFNDU - SUBCONTRACTS - MACEC,,9491022.84,USD,9491022.84,9491022.84,Change Order,2015,5,2015-05,GSA (Global Spend Analysis) + M&D (as PO)
3105,PO-1005-S9032-1,18 May 2015,PO for Door Closer for Aluminum Door. KALE BRAND MODEL NO. KD-002/30-330,AL MALIKA HARDWARE AND TOOLS,MVL SOLUTIONS,S9032,General,General,704.0,AED,191.7,191.7,Base PO,2015,5,2015-05,GSA (Global Spend Analysis) + M&D (as PO)
3106,RFPO-573-E6800-1,18 May 2015,PO for SEARCH LIGHT HANDLE 210 CM WITHOUT INSATALLATION - RFI - 0086,HAJI GHANI SONS,MACRO,E6800,Delaram Fit Out_Supply Of Door And Door Accesories,Doors,3586.8,USD,3586.8,3586.8,Base PO,2015,5,2015-05,GSA (Global Spend Analysis) + M&D (as PO)
3107,PO-1005-S9031-1,17 May 2015,EXPANSION TANK - HIDROTANK BRAND,CALA LOGISTICS SERVICES,MVL SOLUTIONS,S9031,General,General,2783.2,USD,2783.2,2783.2,Base PO,2015,5,2015-05,GSA (Global Spend Analysis) + M&D (as PO)
3108,RFPO-497-A5352-1,17 May 2015,PO for Supply Of JOMIX LION SERIES CP SINK MIXER - WALL MOUNTED LONG NECK L 6012 Pl # 8,JUNAID SANITARY ELECT. MAT. TR. LLC,MACRO,A5352,Delaram Fit Out_Supply Of Leviton Porcelain Lamp Holder - L1,Building Materials,1920.0,AED,522.82,522.82,Base PO,2015,5,2015-05,GSA (Global Spend Analysis) + M&D (as PO)
3109,RFPO-497-V4252-1,17 May 2015,PO for 2 Loop Analogue Addressable Fire Protection And Alarm Panel - Extended Battery Cabinet,HAVEN FIRE & SAFETY LLC,MACRO,V4252,Delaram Fit Out_Supply Of Leviton Porcelain Lamp Holder - L1,Building Materials,19000.0,AED,5173.7,5173.7,Base PO,2015,5,2015-05,GSA (Global Spend Analysis) + M&D (as PO)
